ID;Store_ID;Name;TELL;web;اوقات _العمل;MAPLink;Latitude;longtitude;Latitudeandlength
333;581;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/UzhdU9pyWoVyEhfu9;21.419944;39.824250;21.419944, 39.824250
331;582;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/TR5CmXzUPNbeE8p5A;24.702807;46.778657;24.702807, 46.778657
332;583;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/mFYPVgqxxDNPaoRt7;21.573778;39.202972;21.573778, 39.202972
328;584;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/VAEJdhH4oEfkHKrk6;21.458194;39.197917;21.458194, 39.197917
349;585;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/ifaMJwJv4KBozwPa7;27.511622;41.698479;27.511622, 41.698479
350;586;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/w9kANDiyieMTfdUN9;24.807783;46.804367;24.807783, 46.804367
351;587;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/TnC4qFKXDcr4REoD7;24.790653;46.632095;24.790653, 46.632095
352;588;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/na2fvdfmrZVYWWje8;21.419687;39.824627;21.419687, 39.824627
353;589;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/gc45UGmDPxqRnN9k7;26.366816;43.965267;26.366816, 43.965267
341;591;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/CGcL4kNjgNJgkgzC9;24.699376;46.836413;24.699376, 46.836413
354;592;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/ETDqk9UERNVjaB3R7;24.564537;46.705116;24.564537, 46.705116
355;593;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/f3GBo9deM7o4n5n8A;27.555180;41.681879;27.555180, 41.681879
338;594;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/jYXAmXZUqk4svZ418;21.577822;39.196800;21.577822, 39.196800
337;595;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/MiUUfs4DQ4JS377o6;21.616123;39.164883;21.616123, 39.164883
356;596;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/ic4c6LvfTgddRZEb7;24.790222;6.808333 ;24.790222, 46.808333 
357;597;OudElite - نخبة العود;8001220066;www.oudelite.com;"09:00AM - 12:00PM
04:00PM - 11:00PM";https://goo.gl/maps/5TsqVYPBLxuVJjcv6; 24.45308;9.656866 ; 24.453081, 39.656866 
